cal_file,date,camera_make,camera_model,camera_serial,lens_make,lens_model,lens_serial,focal,lr_dist,tb_dist,llur_dist,ullr_dist,mlx,mly,mrx,mry,mtx,mty,mbx,mby,llx,lly,urx,ury,ulx,uly,lrx,lry
Report_2_2_166236.pdf,1961-04-04,,,A-1001,Goerz,Planigon,1001,151.09,221.99,222.55,,,,,,,,,,,,,,,,,,
Report_2_2_166938.pdf,1961-06-15,Park,,44,Goerz,Aerotar,760819,212.45,223.05,223.62,,,,,,,,,,,,,,,,,,
Report_2_2_166976.pdf,1961-05-31,Aero,,58,Bausch and Lomb,Metrogon,MF1285,155.82,222.38,222.5,,,,,,,,,,,,,,,,,,
Report_2_2_167350.pdf,1961-07-26,Smith,,31-122,Ross,Wide Angle Xpres,140022,208.08,221.91,222.02,,,,,,,,,,,,,,,,,,
Report_2_2_167662.pdf,1961-07-27,Fairchild,K-3B (modified),56-043,Goerz,Aerotar,784252,209.12,222.4,222.18,,,,,,,,,,,,,,,,,,
Report_2_2_167697.pdf,1961-07-31,Fairchild,K-17B (modified),51-453,Goerz,Dagor,799838,302.92,221.56,222.08,,,,,,,,,,,,,,,,,,
Report_2_2_167814-1.pdf,1961-08-23,Airagon,,290,Goerz,Planigon,290,151.33,222.45,222.52,,,,,,,,,,,,,,,,,,
Report_2_2_167814-2.pdf,1961-08-23,Airagon,,348,Goerz,Planigon,348,151.96,222.41,222.25,,,,,,,,,,,,,,,,,,
Report_2_2_167814-2.pdf,1961-08-23,Airagon,,,Goerz,Planigon,348,151.96,222.41,222.25,,,,,,,,,,,,,,,,,,
Report_2_2_167814-3.pdf,1961-08-23,Airagon,,360,Goerz,Planigon,360,152.16,226.55,226.93,,,,,,,,,,,,,,,,,,
Report_2_2_167926-1.pdf,1961-09-11,Zeiss,RMK 15/23,2115,Zeiss,Pleogon,9838,152.95,225.95,225.99,,,,,,,,,,,,,,,,,,
Report_2_2_168070.pdf,1961-08-28,Fairchild,F-224,158,Bausch and Lomb,Metrogon,BS749R,152.97,217.52,217.45,,,,,,,,,,,,,,,,,,
Report_2_2_168098.pdf,1961-09-18,Park,,71,Goerz,Aerotar,774557,210.1,222.68,222.85,,,,,,,,,,,,,,,,,,
Report_2_2_168188-2.pdf,1961-10-16,Fairchild,K-3B (modified),AC40-571,Goerz,Aerotar,757030,209.5,222.27,222.24,,,,,,,,,,,,,,,,,,
Report_2_2_168188.pdf,1961-09-11,Fairchild,K-3B (modified),AC40-571,Goerz,Aerotar,757030,209.71,,,,,,,,,,,,,,,,,,,,
Report_2_2_168460.pdf,1961-12-04,Fairchild,K-3B (modified),K57C19,Goerz,Aerotar,784245,209.91,,,,,,,,,,,,,,,,,,,,
Report_2_2_168485-1.pdf,1961-10-23,Wild Heerbrugg,RC8,,Wild,Aviogon,159,152.14,,,299.81,299.82,,,,,,,,,,,,,,,,
Report_2_2_168614-1.pdf,,Wild Heerbrugg,RC8,,Wild,Aviogon,66,151.99,,,299.83,299.87,,,,,,,,,,,,,,,,
Report_2_2_168682.pdf,1961-10-31,Park,,70,Goerz,Aerotar,774555,209.96,222.46,222.87,,,,,,,,,,,,,,,,,,
Report_2_2_168683.pdf,1961-10-27,Fairchild,K-17 (modified),K57C3,Goerz,Metrogon,788581,152.56,222.29,222.41,,,,,,,,,,,,,,,,,,
Report_2_2_168886.pdf,1961-11-06,Park,,7,Goerz,Aerotar,757808,209.79,223.46,223.45,,,,,,,,,,,,,,,,,,
Report_2_2_169017.pdf,1961-11-20,Fairchild,K-3B (modified),AC-E3-26-13,Ross,Wide Angle Xpres,126580,209.27,222.23,222.24,,,,,,,,,,,,,,,,,,
Report_2_2_169038.pdf,1961-11-21,Park,,50,Goerz,Aerotar,774554,210.42,222.85,222.91,,,,,,,,,,,,,,,,,,
Report_2_2_169165.pdf,1961-11-30,Park,,70,Goerz,Aerotar,793712,210.37,222.45,222.86,,,,,,,,,,,,,,,,,,
Report_2_2_169280.pdf,1961-12-12,Fairchild,K-3B (modified),,Ross,Wide Angle Xpres,131358,212.42,220.44,221.07,,,,,,,,,,,,,,,,,,
Report_2_2_169456.pdf,1961-12-21,Fairchild,K-3B (modified),K57C13,Goerz,Aerotar,784247,209.89,,,,,,,,,,,,,,,,,,,,
Report_2_2_169709-1.pdf,1962-01-16,Fairchild,K-3B (modified),,Goerz,Aerotar,806091,208.01,222.23,222.31,,,,,,,,,,,,,,,,,,
Report_2_2_169709-2.pdf,1962-01-16,Fairchild,K-3B (modified),,Goerz,Aerotar,806093,208.0,222.03,222.52,,,,,,,,,,,,,,,,,,
Report_2_2_169726.pdf,1962-01-25,Fairchild,K-3B (modified),K59C9,Goerz,Aerotar,774558,209.53,222.18,222.38,,,,,,,,,,,,,,,,,,
Report_2_2_169942-1.pdf,1962-01-19,Park,,50,Goerz,Aerotar,774554,210.15,222.85,222.91,,,,,,,,,,,,,,,,,,
Report_2_2_170159.pdf,1962-03-06,Fairchild,K-17 (modified),K58C13,Bausch and Lomb,Metrogon,DF650,155.55,222.29,222.35,,,,,,,,,,,,,,,,,,
Report_2_2_170253.pdf,1962-02-13,Park,,7,Goerz,Aerotar,805125,209.42,,,,,,,,,,,,,,,,,,,,
Report_2_2_170281.pdf,1962-02-16,Fairchild,K-3B (modified),K57C19,Goerz,Aerotar,784245,209.89,222.31,222.8,,,,,,,,,,,,,,,,,,
Report_2_2_170477.pdf,1962-03-02,Park,,7,Goerz,Aerotar,805125,209.35,223.43,223.44,,,,,,,,,,,,,,,,,,
Report_2_2_170519.pdf,1962-03-23,Park,,49,Bausch and Lomb,Cartogon,JZ1484,151.66,223.26,223.08,,,,,,,,,,,,,,,,,,
Report_2_2_170608.pdf,1962-04-09,Fairchild,T-11,54-025,Bausch and Lomb,Planigon,XF6771,152.27,237.98,235.09,,,,,,,,,,,,,,,,,,
Report_2_2_170948-1.pdf,1962-04-16,Park,,73,Goerz,Aerotar,791666,209.69,222.68,222.51,,,,,,,,,,,,,,,,,,
Report_2_2_170948-2.pdf,1962-04-16,Park,,74,Goerz,Aerotar,791670,209.5,222.91,222.75,,,,,,,,,,,,,,,,,,
Report_2_2_171078.pdf,1962-04-30,Fairchild,K-3B (modified),GE57-210,Goerz,Aerotar,791663,210.33,,,,,,,,,,,,,,,,,,,,
Report_2_2_171083-1.pdf,1962-05-01,Park,,17,Goerz,Aerotar,757829,209.51,,,,,,,,,,,,,,,,,,,,
Report_2_2_171389-1.pdf,1962-05-08,Park,,10,Goerz,Aerotar,757826,210.21,,,,,,,,,,,,,,,,,,,,
Report_2_2_171390.pdf,1962-06-01,Park,,16,Goerz,Aerotar,757828,209.47,222.31,223.18,,,,,,,,,,,,,,,,,,
Report_2_2_171476.pdf,1962-05-22,Fairchild,K-3B (modified),AC40-879,Ross,Wide Angle Xpres,141422,209.89,222.0,221.53,,,,,,,,,,,,,,,,,,
Report_2_2_171686.pdf,1962-06-19,Hurd,,9,Goerz,Aerotar,757832,210.19,,,,,,,,,,,,,,,,,,,,
Report_2_2_171896-1.pdf,1962-06-28,Park,,17,Goerz,Aerotar,808290,209.54,223.33,223.21,,,,,,,,,,,,,,,,,,
Report_2_2_171948-3.pdf,1962-05-04,Park,,72,Goerz,Aerotar,774556,209.95,222.97,222.74,,,,,,,,,,,,,,,,,,
Report_2_2_172251.pdf,1962-07-19,Fairchild,K-17 (modified),,Goerz,Dagor,800271,302.91,222.49,222.52,,,,,,,,,,,,,,,,,,
Report_2_2_172262.pdf,1962-07-19,Park,,45,Goerz,Aerotar,774555,209.94,222.65,222.92,,,,,,,,,,,,,,,,,,
Report_2_2_172505.pdf,1962-08-01,Fairchild,K-17 (modified),K62C1,Goerz,Aerotar,757834,209.42,222.26,222.45,,,,,,,,,,,,,,,,,,
Report_2_2_172545.pdf,1962-08-07,Fairchild,K-17 (modified),,Goerz,Dagor,804575,303.02,222.39,222.37,,,,,,,,,,,,,,,,,,
Report_2_2_172545.pdf,,Fairchild,K-17 (modified),,Goerz,Dagor,,303.02,222.39,222.37,,,,,,,,,,,,,,,,,,
Report_2_2_172546.pdf,1962-08-07,Fairchild,K-3B (modified),41-569,Ross,Wide Angle Xpres,126585,208.27,222.31,222.17,,,,,,,,,,,,,,,,,,
Report_2_2_172616.pdf,1962-08-03,Fairchild,K-3B (modified),653,Goerz,Aerotar,784233,209.96,222.15,222.28,,,,,,,,,,,,,,,,,,
Report_2_2_172781.pdf,1962-08-20,Fairchild,K-17B (modified),GE55-151,Bausch and Lomb,Altimar,6255,209.68,222.91,222.33,,,,,,,,,,,,,,,,,,
Report_2_2_172954.pdf,1962-08-24,Park,,45,Goerz,Aerotar,774555,209.94,222.65,222.92,,,,,,,,,,,,,,,,,,
Report_2_2_172984.pdf,1962-09-10,Airagon,,,Goerz,Aerotar,757830,209.49,222.38,222.58,,,,,,,,,,,,,,,,,,
Report_2_2_173715.pdf,1962-10-25,Park,,75,Goerz,Aerotar,808289,209.41,222.91,222.86,,,,,,,,,,,,,,,,,,
Report_2_2_174449.pdf,1962-12-28,Fairchild,T-11,54-016,Bausch and Lomb,Planigon,XF6778,152.72,238.41,235.33,,,,,,,,,,,,,,,,,,
Report_2_2_174558.pdf,1963-01-17,Park,,76,Goerz,Aerotar,808288,209.48,223.04,223.28,,,,,,,,,,,,,,,,,,
Report_2_2_174779-1.pdf,1963-02-06,Fairchild,K-17 (modified),K58C3,Goerz,Dagor,787622,306.42,222.35,222.31,,,,,,,,,,,,,,,,,,
Report_2_2_174974.pdf,1963-02-01,Park,,73,Goerz,Aerotar,791666,209.63,222.72,222.48,,,,,,,,,,,,,,,,,,
Report_2_2_175102.pdf,1963-03-05,Fairchild,K-3B (modified),K56-059,Goerz,Aerotar,784255,209.72,222.73,222.32,,,,,,,,,,,,,,,,,,
Report_2_2_175106.pdf,1963-02-26,Kargl,,,Goerz,Aerotar,807219,210.0,222.54,222.47,,,,,,,,,,,,,,,,,,
Report_2_2_175389-1.pdf,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
Report_2_2_175527-2.pdf,1963-04-05,Aero/View,,,Goerz,Aerotar,757628,209.34,222.32,222.34,,,,,,,,,,,,,,,,,,
Report_2_2_175727.pdf,1963-04-09,Park,,76,Goerz,Aerotar,808288,,,,,,,,,,,,,,,,,,,,,
Report_2_2_175912.pdf,1963-04-22,Park,,71,Goerz,Aerotar,774557,210.05,222.72,222.89,,,,,,,,,,,,,,,,,,
Report_2_2_176364.pdf,1963-05-16,Fairchild,K-3B (modified),40-887,Ross,Wide Angle Xpres,141425,208.1,,,,,,,,,,,,,,,,,,,,
Report_2_2_176392.pdf,1963-05-23,Aero/View,,63-1201,Bausch and Lomb,Metrogon,RF6809,304.01,222.33,222.16,,,,,,,,,,,,,,,,,,
Report_2_2_176555.pdf,1963-06-10,Fairchild,K-3B (modified),33-142,Ross,Wide Angle Xpres,141421,209.75,,,,,,,,,,,,,,,,,,,,
Report_2_2_176691.pdf,1963-07-26,Zeiss,RMK 15/23,2147,Zeiss,Pleogon,9866,152.88,226.04,226.04,,,,,,,,,,,,,,,,,,
Report_2_2_176762.pdf,1963-06-10,Fairchild,K-3B (modified),K61C2,Goerz,Aerotar,806091,209.34,,,,,,,,,,,,,,,,,,,,
Report_2_2_176787-1.pdf,1963-06-21,Fairchild,K-17 (modified),K57C18,Goerz,Aerotar,784246,209.76,,,,,,,,,,,,,,,,,,,,
Report_2_2_176913-1.pdf,1963-07-08,Aero,,,Goerz,Aerotar,756700,210.5,222.41,222.44,,,,,,,,,,,,,,,,,,
Report_2_2_176913-4.pdf,1963-07-18,Aero,,,Goerz,Aerotar,757631,209.48,222.53,222.5,,,,,,,,,,,,,,,,,,
Report_2_2_177567.pdf,1963-08-26,Airagon,,,Goerz,Aerotar,760820,209.84,222.3,222.34,,,,,,,,,,,,,,,,,,
Report_2_2_177593.pdf,1963-08-28,Park,,78,Goerz,Aerotar,760818,211.32,,,,,,,,,,,,,,,,,,,,
Report_2_2_177630.pdf,1963-08-19,Wild Heerbrugg,RC8,,Wild,Aviogon,Ag159,152.12,,,299.8,299.81,,,,,,,,,,,,,,,,
Report_2_2_178176-1.pdf,1963-11-01,Wild Heerbrugg,RC8,,Wild,Aviogon,Ag189,152.35,,,299.84,299.84,,,,,,,,,,,,,,,,
Report_2_2_178225.pdf,1963-10-04,Fairchild,K-17 (modified),K60C1P,Goerz,Planigon,353,151.7,222.59,222.31,,,,,,,,,,,,,,,,,,
Report_2_2_178405.pdf,1963-10-23,Park,,78,Goerz,Aerotar,760818,211.29,222.8,222.91,,,,,,,,,,,,,,,,,,
Report_2_2_178465-3.pdf,1963-12-05,Aero/View,,,Bausch and Lomb,Metrogon,RF6813,304.52,222.58,222.56,,,,,,,,,,,,,,,,,,
Report_2_2_178480.pdf,1963-11-18,Fairchild,K-17 (modified),AF42-43853,Eastman Kodak,Aerostigmat,EC1355,305.27,222.26,222.71,,,,,,,,,,,,,,,,,,
Report_2_2_178502.pdf,1963-11-06,Zeiss,RMK 15/23,2106,Zeiss,Pleogon,9830,153.33,226.04,226.0,,,,,,,,,,,,,,,,,,
Report_2_2_178668.pdf,1963-11-05,Aero/View,,,Goerz,Aerotar,757630,209.57,222.34,222.38,,,,,,,,,,,,,,,,,,
Report_2_2_178897.pdf,1963-12-12,Aero/View,,,Goerz,Planigon,1128,151.11,222.25,222.3,,,,,,,,,,,,,,,,,,
Report_2_2_178934.pdf,1963-12-13,,,A-1001,Goerz,Planigon,1001,151.07,222.08,222.39,,,,,,,,,,,,,,,,,,
Report_2_2_179591-1.pdf,1964-02-03,Fairchild,K-17 (modified),43-1254,Bausch and Lomb,Metrogon,XF3085,154.77,222.29,222.31,,,,,,,,,,,,,,,,,,
Report_2_2_179625.pdf,1964-02-16,Fairchild,K-17 (modified),AC41-2348,Bausch and Lomb,Metrogon,VA5968,152.94,222.91,223.02,,,,,,,,,,,,,,,,,,
Report_2_2_180023-1.pdf,1964-02-28,Wild Heerbrugg,RC8,,Wild,Aviogon,Ag83,152.11,,,299.81,299.83,,,,,,,,,,,,,,,,
Report_2_2_180187.pdf,1964-03-12,Zeiss,RMK A 15/23,21118,Zeiss,Pleogon A,98118,152.42,226.0,226.03,,,,,,,,,,,,,,,,,,
Report_2_2_180188.pdf,1964-03-19,Park,,41,Goerz,Aerotar,757798,209.81,222.75,223.19,,,,,,,,,,,,,,,,,,
Report_2_2_180350.pdf,1964-03-25,Zeiss,RMK 15/23,2128,Zeiss,Pleogon,9851,153.32,226.03,226.01,,,,,,,,,,,,,,,,,,
Report_2_2_180351.pdf,1964-04-22,Fairchild,K-17 (modified),K58C10,Goerz,Dagor,793728,302.02,,,,,,,,,,,,,,,,,,,,
Report_2_2_180793-1.pdf,,Wild Heerbrugg,RC5,,Wild,Aviogon,Ag52,152.16,,,299.85,299.82,,,,,,,,,,,,,,,,
Report_2_2_180794.pdf,1964-04-29,Fairchild,K-17B (modified),51-453,Goerz,Dagor,799838,303.24,,,,,,,,,,,,,,,,,,,,
Report_2_2_180976.pdf,1964-05-12,Wild Heerbrugg,,,,Aviotar,10,,231.95,231.9,,,,,,,,,,,,,,,,,,
Report_2_2_181410.pdf,1964-07-29,Fairchild,K-17 (modified),,Eastman Kodak,Aerostigmat,EE1899,305.82,222.33,222.66,,,,,,,,,,,,,,,,,,
Report_2_2_181411.pdf,1964-07-23,Fairchild,K-17 (modified),,Bausch and Lomb,Metrogon,MA1212,152.35,222.6,222.62,,,,,,,,,,,,,,,,,,
Report_2_2_181854-1.pdf,1964-08-03,Wild Heerbrugg,RC5A,201,Wild,Aviogon,Ag5,152.91,,,299.84,299.84,,,,,,,,,,,,,,,,
Report_2_2_181968.pdf,1964-08-13,Fairchild,K-17 (modified),,Bausch and Lomb,Metrogon,DF9662,155.18,222.36,222.4,,,,,,,,,,,,,,,,,,
Report_2_2_182099.pdf,1964-09-28,Aero/View,,,Fairchild,Ericon,306,150.79,222.22,222.47,,,,,,,,,,,,,,,,,,
Report_2_2_182128.pdf,1964-09-11,Fairchild,F-225,,Goerz,Aerotar,768295,210.04,217.12,217.18,,,,,,,,,,,,,,,,,,
Report_2_2_182161-1.pdf,1964-09-17,Wild Heerbrugg,RC8,,Wild,Aviogon,Ag238,152.2,,,299.81,299.81,,,,,,,,,,,,,,,,
Report_2_2_182244-1.pdf,1964-10-09,Wild Heerbrugg,RC8,,Wild,Aviogon,Ag272,152.57,,,299.83,299.81,,,,,,,,,,,,,,,,
Report_2_2_182502.pdf,1964-09-30,Aero/View,,,Bausch and Lomb,Metrogon,RF6777,303.53,222.35,222.47,,,,,,,,,,,,,,,,,,
Report_2_2_182782.pdf,1964-10-14,Zeiss,RMK A 21/23,20203,Zeiss,Toparon,98303,208.3,225.99,225.98,,,,,,,,,,,,,,,,,,
Report_2_2_22-27-53-A.pdf,1953-11-18,Fairchild,T-11,XF288,Bausch and Lomb,Metrogon,XF288,154.1,238.12,235.35,,,,,,,,,,,,,,,,,,
Report_2_2_22-27-53-B.pdf,1953-11-18,Fairchild,T-11,XF340,Bausch and Lomb,Metrogon,XF340,152.47,238.28,235.24,,,,,,,,,,,,,,,,,,
Report_2_2_22-27-53-C.pdf,1953-11-18,Fairchild,T-11,XF637,Bausch and Lomb,Metrogon,XF637,154.19,238.15,235.31,,,,,,,,,,,,,,,,,,
Report_2_2_22-27-53-D.pdf,1953-11-18,Fairchild,T-11,XF2171,Bausch and Lomb,Metrogon,XF2171,152.88,238.19,235.44,,,,,,,,,,,,,,,,,,
Report_2_2_22-27-53-E.pdf,1953-11-18,Fairchild,T-11,XF2256,Bausch and Lomb,Metrogon,XF2256,152.91,238.01,235.01,,,,,,,,,,,,,,,,,,
Report_2_2_22-27-53-F.pdf,1953-09-01,Fairchild,T-11,,Bausch and Lomb,Metrogon,XF2277,154.32,238.08,235.15,,,,,,,,,,,,,,,,,,
Report_2_2_G-12563-1.pdf,1953-04-01,,K-24,42-35540,Eastman Kodak,Aero-Ektar,EE1695,179.66,,,,,,,,,,,,,,,,,,,,
Report_2_2_G-12563-2.pdf,1953-04-01,,K-24,42-109994,Eastman Kodak,Aero-Ektar,EE6625,180.03,,,,,,,,,,,,,,,,,,,,
Report_2_2_G-13618-1.pdf,1953-09-23,,K-24,1,Unidentified,Unidentified,151417,127.492,113.339,111.88,,,,,,,,,,,,,,,,,,
Report_2_2_G-13618-2.pdf,1953-09-23,,K-24,2,Unidentified,Unidentified,148811,127.151,113.372,111.99,,,,,,,,,,,,,,,,,,
Report_2_2_G-13618-3.pdf,1953-09-23,,K-24,3,Unidentified,Unidentified,150787,127.273,113.444,112.09,,,,,,,,,,,,,,,,,,
Report_2_2_G-13618-4.pdf,1953-09-23,,K-24,4,Unidentified,Unidentified,150756,127.44,113.334,112.128,,,,,,,,,,,,,,,,,,
Report_2_2_G-14700-2.pdf,1954-01-14,Fairchild,T-5,41-4146,Bausch and Lomb,Metrogon,UF9785,153.76,229.77,229.93,,,,,,,,,,,,,,,,,,
Report_2_2_G-14766.pdf,1954-01-27,Wild Heerbrugg,RC5A,156,Wild,Aviogon,,153.02,,,,,,,,,,,,,,,,,,,,
Report_2_2_G-15004.pdf,1954-03-05,Fairchild,K-17,AC-41-2201,Bausch and Lomb,Metrogon,MF6072,151.99,,,,,,,,,,,,,,,,,,,,
Report_2_2_G-15061.pdf,1954-03-04,Fairchild,K-17,AC41-2657,Eastman Kodak,Aerostigmat,EA1331,304.9,,,,,,,,,,,,,,,,,,,,
Report_2_2_G-16662.pdf,1954-11-26,Fairchild,K-17,GE54-104,Bausch and Lomb,Altimar,6232,208.53,,,,,,,,,,,,,,,,,,,,
Report_2_2_G-18824-1.pdf,1955-11-08,,K-24,44-162432,Unidentified,Unidentified,150787,127.158,,,,,,,,,,,,,,,,,,,,
Report_2_2_G-18824-2.pdf,1955-11-08,,K-24,2,Eastman Kodak,Aerostigmat,EM3341,307.743,,,,,,,,,,,,,,,,,,,,
Report_2_2_G-18824-3.pdf,1955-11-08,,K-24,42-110920,Eastman Kodak,Aero,EM3611,306.528,,,,,,,,,,,,,,,,,,,,
Report_2_2_G-18824-4.pdf,1955-11-08,,K-24,44-164795,Bausch and Lomb,Telephoto Anastigmat,VF1582R,519.332,,,,,,,,,,,,,,,,,,,,
Report_2_2_G-19980-2.pdf,1956-07-25,,K-24,M5718,Ross,Wide Angle Xpres,150699,126.59,113.24,112.32,,,,,,,,,,,,,,,,,,
Report_2_2_G-19980-3.pdf,1956-07-25,,K-24,M5722,Ross,Wide Angle Xpres,151032,129.104,113.35,112.05,,,,,,,,,,,,,,,,,,
Report_2_2_G-19980-4.pdf,1956-07-25,,K-24,M5730,Ross,Wide Angle Xpres,148311,127.54,113.44,112.04,,,,,,,,,,,,,,,,,,
Report_2_2_G-8067-7.pdf,1952-04-11,,K-24,1,Unidentified,Unidentified,155157,128.18,,,,,,,,,,,,,,,,,,,,
Report_2_2_G-8967-1.pdf,1952-04-10,,K-24,1,Unidentified,Unidentified,155157,128.126,120.1,113.26,,,,,,,,,,,,,,,,,,
Report_2_2_G-8967-2.pdf,1952-04-10,,K-24,2,Unidentified,Unidentified,151241,126.625,113.195,120.09,,,,,,,,,,,,,,,,,,
Report_2_2_G-8967-3.pdf,1952-04-10,,K-24,3,Unidentified,Unidentified,150765,128.182,113.234,120.014,,,,,,,,,,,,,,,,,,
Report_2_2_G-8967-4.pdf,1952-04-10,,K-24,4,Unidentified,Unidentified,150752,127.656,113.235,120.04,,,,,,,,,,,,,,,,,,
Report_2_2_G-8967-5.pdf,1952-04-10,,K-24,5,Unidentified,Unidentified,151052,128.57,113.386,119.998,,,,,,,,,,,,,,,,,,
Report_2_2_G-8967-6.pdf,1952-04-10,,K-24,6,Unidentified,Unidentified,150775,128.963,113.312,120.068,,,,,,,,,,,,,,,,,,
Report_2_2_G29067.pdf,1961-03-28,Fairchild,K-17,43-1264,Eastman Kodak,Aerostigmat,EM1163,308.49,,,,,,,,,,,,,,,,,,,,
Report_2_2_G34211.pdf,1964-03-06,,K-24,42-110403,Eastman Kodak,Aero-Ektar,EE4991,179.22,,,,,,,,,,,,,,,,,,,,
Report_212_12_182514.pdf,1965-05-11,Park,,14,Goerz,Aerotar,759331,300.0,223.11,222.61,,,,,,,,,,,,,,,,,,
Report_212_12_183553.pdf,1964-12-29,Fairchild,F-224,303,Bausch and Lomb,Metrogon,CS3686,151.95,227.28,227.06,,,,,,,,,,,,,,,,,,
Report_212_12_183669.pdf,1965-01-28,Fairchild,KC-1,53-109,Curtis,Planigon,15,152.57,238.02,234.96,,,,,,,,,,,,,,,,,,
Report_212_12_183706.pdf,1965-02-01,,K-24,44-158137,Eastman Kodak,Aero-Ektar,EE6394,178.87,,,,,,,,,,,,,,,,,,,,
Report_212_12_184510.pdf,1965-04-14,Park,,66,Bausch and Lomb,Cartogon,JZ1488,151.85,223.5,223.31,,,,,,,,,,,,,,,,,,
Report_212_12_184634-1.pdf,1965-03-31,Zeiss,RMK A 15/23,21129,Zeiss,Pleogon A,98129,152.38,226.06,226.0,,,,,,,,,,,,,,,,,,
Report_212_12_184731.pdf,1965-04-19,Zeiss,RMK A 15/23,21175,Zeiss,Pleogon A,98155,152.6,226.07,226.07,,,,,,,,,,,,,,,,,,
Report_212_12_184947.pdf,1965-04-30,Aero/View,,63803,Goerz,Aerotar,757623,,,,,,,,,,,,,,,,,,,,,
Report_212_12_185221.pdf,1965-07-01,Park,,87,Goerz,Planigon,1160,151.21,222.8,223.21,,,,,,,,,,,,,,,,,,
Report_212_12_185445.pdf,1965-07-01,Park,,65,Bausch and Lomb,Cartogon,JZ1496,152.0,222.92,223.17,,,,,,,,,,,,,,,,,,
Report_212_12_185807.pdf,1965-07-26,Zeiss,RMK AR 15/23,21193,Zeiss,Pleogon AR,98173,152.01,226.05,226.07,,,,,,,,,,,,,,,,,,
Report_212_12_185900.pdf,1965-08-04,Park,,79,Goerz,Aerotar,760839,210.79,223.0,223.06,,,,,,,,,,,,,,,,,,
Report_212_12_185941-1.pdf,1965-08-03,Wild Heerbrugg,RC5,,Wild,Aviogon,Ag43,152.48,,,299.84,299.81,,,,,,,,,,,,,,,,
Report_212_12_186001.pdf,1965-08-26,Zeiss,RMK 15/23,2116,Zeiss,Pleogon,9825,153.0,226.02,225.99,,,,,,,,,,,,,,,,,,
Report_212_12_186341.pdf,1965-09-10,Park,,79,Goerz,Aerotar,760839,,,,,,,,,,,,,,,,,,,,,
Report_212_12_186655.pdf,1965-10-12,Park,,79,Goerz,Aerotar,760839,,,,,,,,,,,,,,,,,,,,,
Report_212_12_186681.pdf,1965-10-13,Kargl,K1C-8G-9,631,Goerz,Aerotar,807219,210.0,222.51,222.47,,,,,,,,,,,,,,,,,,
Report_212_12_186825.pdf,1966-01-19,Park,,72,Goerz,Aerotar,774556,211.01,222.93,222.64,,,,,,,,,,,,,,,,,,
Report_212_12_186927-1.pdf,1965-11-29,Fairchild,T-11,54-010,Bausch and Lomb,Planigon,XF6715,152.58,237.98,234.98,,,,,,,,,,,,,,,,,,
Report_212_12_186927-2.pdf,1965-11-29,Fairchild,T-11,54-019,Bausch and Lomb,Planigon,XF6717,151.95,237.96,234.98,,,,,,,,,,,,,,,,,,
Report_212_12_186999.pdf,1966-01-03,Zeiss,RMK A 15/23,21182,Zeiss,Pleogon A,98165,152.46,226.02,226.0,,,,,,,,,,,,,,,,,,
Report_212_12_187151-1.pdf,1965-12-13,Park,,71,Goerz,Aerotar,774554,210.93,222.63,222.8,,,,,,,,,,,,,,,,,,
Report_212_12_187151-2.pdf,1965-12-14,Park,,14,Goerz,Aerotar,759331,300.06,223.11,222.61,,,,,,,,,,,,,,,,,,
Report_212_12_187296.pdf,1965-12-16,Zeiss,RMK A 15/23,21185,Zeiss,Pleogon A,98167,152.3,226.04,226.04,,,,,,,,,,,,,,,,,,
Report_212_12_187890.pdf,1966-03-07,Zeiss,RMK A 15/23,21189,Zeiss,Pleogon A,98168,152.44,226.05,226.05,,,,,,,,,,,,,,,,,,
Report_212_12_187951.pdf,1966-03-02,Zeiss,RMK A 15/23,21188,Zeiss,Pleogon A,98164,152.43,226.04,226.0,,,,,,,,,,,,,,,,,,
Report_212_12_188366.pdf,1966-04-29,Kargl,K1C8,62-7,Goerz,Aerotar,807217,210.35,222.46,222.41,,,,,,,,,,,,,,,,,,
Report_212_12_188474-1.pdf,1966-06-28,Fairchild,KC-1A,53-033,Bausch and Lomb,Planigon,XF6794,151.83,238.12,235.08,,,,,,,,,,,,,,,,,,
Report_212_12_189048.pdf,1966-06-24,Fairchild,T-11,54-077,Bausch and Lomb,Planigon,XF6745,151.65,237.9,234.96,,,,,,,,,,,,,,,,,,
Report_212_12_189220.pdf,1966-07-11,Fairchild,T-11,54-348,Bausch and Lomb,Metrogon,RF197,154.98,237.85,235.11,,,,,,,,,,,,,,,,,,
Report_212_12_189344.pdf,1966-08-01,Park,,84,Goerz,Aerotar,808290,209.88,222.81,222.81,,,,,,,,,,,,,,,,,,
Report_212_12_189888.pdf,1966-09-22,Fairchild,KC-1,53-065,Curtis,Planigon,32,153.0,237.95,234.97,,,,,,,,,,,,,,,,,,
Report_212_12_189978-1.pdf,1966-09-27,Wild Heerbrugg,RC8,,Wild,Aviogon,Ag325,152.65,,,299.82,299.82,,,,,,,,,,,,,,,,
Report_212_12_190491.pdf,1966-11-16,Zeiss,RMK 15/23,2146,Zeiss,Pleogon,9864,153.17,226.08,226.07,,,,,,,,,,,,,,,,,,
Report_212_12_G37141-1.pdf,1966-04-25,Wild Heerbrugg,RC5,,Wild,Aviogon,Ag109,153.33,,,299.83,299.81,,,,,,,,,,,,,,,,
