ID,cal_file,marker_style,date,camera_make,camera_model,camera_serial,lens_make,lens_model,lens_serial,focal,lr_dist,tb_dist,llur_dist,ullr_dist,mlx,mly,mrx,mry,mtx,mty,mbx,mby,llx,lly,urx,ury,ulx,uly,lrx,lry
AR1131860010001,Report_232_05_204431.pdf,zeiss_float,1971-06-30,Zeiss,RMK A 15/23,111688,Zeiss,Pleogon A2,112653,153.41,225.99,225.99,294.08,294.05,,,,,,,,,,,,,,,,
AR1150210020001,Report_RT-R_59.pdf,zeiss_float,1974-04-04,Zeiss,RMK A 15/23,116190,Zeiss,Pleogon A2,116246,153.05,225.985,225.993,294.099,294.063,,,,,,,,,,,,,,,,
AR1261930010001,Report_RT-R_498.pdf,wild_corner,1979-02-23,Wild Heerbrugg,RC8,699,Wild,Universal Aviogon,UAg286,152.821,,,299.823,299.811,,,,,,,,,-106.026,-106.005,106.012,105.972,-105.988,105.99,106.013,-106.005
AR1317100010007,Report_232_05_207921.pdf,small_flat,1973-01-31,Park,,54,Bausch and Lomb,Cartogon,JZ1492,152.93,223.289,223.37,,,,,,,,,,,,,,,,,,
AR13SIS7C001020 ,Report_232_05_203939.pdf,midside_notch,1971-04-23,Fairchild,KC-1B,GEH-111,Bausch and Lomb,Planigon,XF6818,152.08,238.04,234.96,,,,,,,,,,,,,,,,,,
AR173GD10010001,Report_232_05_207662.pdf,wild_all_cross,1972-12-15,Wild Heerbrugg,RC8,261,Wild,Universal Aviogon,UAg346,152.66,219.989,220.002,299.816,299.811,,,,,,,,,,,,,,,,
AR177810011X074,Report_RT-R_237.pdf,wild_corner,1976-02-11,Wild Heerbrugg,RC8,443,Wild,Aviogon,Ag167,152.252,,,299.835,299.819,,,,,,,,,-106.01,-106.009,105.994,106.017,-106.003,105.991,106.005,-106.009
AR1ADAM7I001049 ,Report_232_05_203939.pdf,midside_notch,1971-04-23,Fairchild,KC-1B,GEH-111,Bausch and Lomb,Planigon,XF6818,152.08,238.04,234.96,,,,,,,,,,,,,,,,,,
AR1AECCG0010001 ,R67.pdf,midside_notch,1974-04-25,Fairchild,T-12,54-002,Bausch and Lomb,Planigon,XF6742,152.26,237.942,235.324,,,,,,,,,,,,,,,,,,
AR1AECGH0010001,Report_2_2_154130.pdf,curved_flat,,Smith,,JZ1491,Bausch and Lomb,Cartogon,JZ1491,152.25,222.22,222.34,,,,,,,,,,,,,,,,,,
AR1AH0000010001,Report_IV-4_TP-110360.pdf,large_sharp,1946-08-09,Smith,,7460000,Bausch and Lomb,Metrogon,UF3732,154,221.59,222.62,,,,,,,,,,,,,,,,,,
AR1BAKE7G001086 ,Report_232_05_203939.pdf,midside_notch,1971-04-23,Fairchild,KC-1B,GEH-111,Bausch and Lomb,Planigon,XF6818,152.08,238.04,234.96,,,,,,,,,,,,,,,,,,
AR1BIGOM001X001,Report_212_12_185941-1.pdf,light_corner,1965-08-03,Wild Heerbrugg,RC5,,Wild,Aviogon,Ag43,152.48,,,299.84,299.81,,,,,,,,,,,,,,,,
AR1BLUER0050162,Report_RT-R_140.pdf,wild_corner,1975-01-09,Wild Heerbrugg,RC8,727,Wild,Universal Aviogon,UAg326,152.82,,,299.812,299.793,,,,,,,,,,,,,,,,
AR1BRTN01760001,Report_RT-R_52.pdf,zeiss_float,1974-03-19,Zeiss,RMK A 15/23,21126,Zeiss,Pleogon A,98126,152.46,226.005,225.898,294.096,294.173,,,,,,,,,,,,,,,,
AR1CAF0001A0001,112287-1.pdf,small_flat,1947-03-11,Park,,34,Bausch and Lomb,Metrogon,BF1214,153.63,223.17,224.19,,,,,,,,,,,,,,,,,,
AR1CAJ0001A0001,112287-1.pdf,small_flat,1947-03-11,Park,,34,Bausch and Lomb,Metrogon,BF1214,153.63,223.17,224.19,,,,,,,,,,,,,,,,,,
AR1CAM0001B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CAS0001B0001,Report_2_2_155861-2.pdf,small_flat,1959-02-04,Park,Twinplex,62,Bausch and Lomb,Cartogon,XF1961,152.01,223.03,222.69,,,,,,,,,,,,,,,,,,
AR1CAW0001B0001 ,Report_2_2_174449.pdf,midside_notch,1962-12-28,Fairchild,T-11,54-016,Bausch and Lomb,Planigon,XF6778,152.72,238.41,235.33,,,,,,,,,,,,,,,,,,
AR1CAY0001B0001,Report_2_2_155861-2.pdf,small_flat,1959-02-04,Park,Twinplex,62,Bausch and Lomb,Cartogon,XF1961,152.01,223.03,222.69,,,,,,,,,,,,,,,,,,
AR1CBD0001B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CBE0002B0001,Report_2_2_132385.pdf,small_flat,1952-06-09,Park,,49,Bausch and Lomb,Metrogon,MS8228,153.2,223.45,223.35,,,,,,,,,,,,,,,,,,
AR1CBF0001B0001,Report_2_2_132385.pdf,small_flat,1952-06-09,Park,,49,Bausch and Lomb,Metrogon,MS8228,153.2,223.45,223.35,,,,,,,,,,,,,,,,,,
AR1CBG0001B0001 ,Report_232_05_207314.pdf,midside_notch,1972-10-13,Fairchild,KC-1B,54-003,Bausch and Lomb,Planigon,XF6809,153.15,237.934,235.016,,,,,,,,,,,,,,,,,,
AR1CBI0002B0001 ,Report_232_05_207314.pdf,midside_notch,1972-10-13,Fairchild,KC-1B,54-003,Bausch and Lomb,Planigon,XF6809,153.15,237.934,235.016,,,,,,,,,,,,,,,,,,
AR1CBJ0001B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CBK0001B0001,Report_2_2_155861-2.pdf,small_flat,1959-02-04,Park,Twinplex,62,Bausch and Lomb,Cartogon,XF1961,152.01,223.03,222.69,,,,,,,,,,,,,,,,,,
AR1CBL0001F0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CBM0003B0001,Report_2_2_155861-2.pdf,small_flat,1959-02-04,Park,Twinplex,62,Bausch and Lomb,Cartogon,XF1961,152.01,223.03,222.69,,,,,,,,,,,,,,,,,,
AR1CBN0001B0001 ,Report_2_2_174449.pdf,midside_notch,1962-12-28,Fairchild,T-11,54-016,Bausch and Lomb,Planigon,XF6778,152.72,238.41,235.33,,,,,,,,,,,,,,,,,,
AR1CBO0001B0001 ,Report_2_2_174449.pdf,midside_notch,1962-12-28,Fairchild,T-11,54-016,Bausch and Lomb,Planigon,XF6778,152.72,238.41,235.33,,,,,,,,,,,,,,,,,,
AR1CBP0001B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CBQ0001B0001,Report_2_2_155861-2.pdf,small_flat,1959-02-04,Park,Twinplex,62,Bausch and Lomb,Cartogon,XF1961,152.01,223.03,222.69,,,,,,,,,,,,,,,,,,
AR1CBR0001B0001,Report_2_2_147232-2.pdf,small_flat,1956-10-25,Park,Twinplex,55A,Bausch and Lomb,Cartogon,JZ1482,151.44,223.28,223.13,,,,,,,,,,,,,,,,,,
AR1CBS0001B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CBT0002B0001,Report_2_2_147729-1.pdf,small_flat,1956-12-14,Park,Twinplex,57,Bausch and Lomb,Cartogon,JZ1480,153.35,223.04,223.02,,,,,,,,,,,,,,,,,,
AR1CBU0002B0001,Report_2_2_148060-1.pdf,small_flat,1957-01-30,Park,Twinplex,59,Bausch and Lomb,Cartogon,JZ1481,152.31,222.95,223.16,,,,,,,,,,,,,,,,,,
AR1CBV0001B0001 ,Report_2_2_174449.pdf,midside_notch,1962-12-28,Fairchild,T-11,54-016,Bausch and Lomb,Planigon,XF6778,152.72,238.41,235.33,,,,,,,,,,,,,,,,,,
AR1CBW0001B0001 ,Report_2_2_174449.pdf,midside_notch,1962-12-28,Fairchild,T-11,54-016,Bausch and Lomb,Planigon,XF6778,152.72,238.41,235.33,,,,,,,,,,,,,,,,,,
AR1CBX0001B0001 ,Report_2_2_174449.pdf,midside_notch,1962-12-28,Fairchild,T-11,54-016,Bausch and Lomb,Planigon,XF6778,152.72,238.41,235.33,,,,,,,,,,,,,,,,,,
AR1CBY0001B0001 ,Report_2_2_174449.pdf,midside_notch,1962-12-28,Fairchild,T-11,54-016,Bausch and Lomb,Planigon,XF6778,152.72,238.41,235.33,,,,,,,,,,,,,,,,,,
AR1CC0000010001,Report_1_6_113579.pdf,long_wing,1947-06-26,Aero,,52,Bausch and Lomb,Metrogon,US5004,152.24,222.23,222.31,,,,,,,,,,,,,,,,,,
AR1CCC0001B0001,Report_2_2_147729-1.pdf,small_flat,1956-12-14,Park,Twinplex,57,Bausch and Lomb,Cartogon,JZ1480,153.35,223.04,223.02,,,,,,,,,,,,,,,,,,
AR1CCE0003B0001,Report_2_2_147729-1.pdf,small_flat,1956-12-14,Park,Twinplex,57,Bausch and Lomb,Cartogon,JZ1480,153.35,223.04,223.02,,,,,,,,,,,,,,,,,,
AR1CCF0001B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CCG0001B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CCH0001B0001 ,Report_2_2_174449.pdf,midside_notch,1962-12-28,Fairchild,T-11,54-016,Bausch and Lomb,Planigon,XF6778,152.72,238.41,235.33,,,,,,,,,,,,,,,,,,
AR1CCI0001F0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CCJ0001B0001 ,Report_2_2_174449.pdf,midside_notch,1962-12-28,Fairchild,T-11,54-016,Bausch and Lomb,Planigon,XF6778,152.72,238.41,235.33,,,,,,,,,,,,,,,,,,
AR1CCK0001B0001 ,Report_2_2_174449.pdf,midside_notch,1962-12-28,Fairchild,T-11,54-016,Bausch and Lomb,Planigon,XF6778,152.72,238.41,235.33,,,,,,,,,,,,,,,,,,
AR1CCL0001B0001,Report_2_2_155861-2.pdf,small_flat,1959-02-04,Park,Twinplex,62,Bausch and Lomb,Cartogon,XF1961,152.01,223.03,222.69,,,,,,,,,,,,,,,,,,
AR1CCM0001B0001 ,Report_2_2_174449.pdf,midside_notch,1962-12-28,Fairchild,T-11,54-016,Bausch and Lomb,Planigon,XF6778,152.72,238.41,235.33,,,,,,,,,,,,,,,,,,
AR1CCN0001B0001 ,Report_2_2_174449.pdf,midside_notch,1962-12-28,Fairchild,T-11,54-016,Bausch and Lomb,Planigon,XF6778,152.72,238.41,235.33,,,,,,,,,,,,,,,,,,
AR1CCO0001F0001 ,Report_232_05_207314.pdf,midside_notch,1972-10-13,Fairchild,KC-1B,54-003,Bausch and Lomb,Planigon,XF6809,153.15,237.934,235.016,,,,,,,,,,,,,,,,,,
AR1CCP0001B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CCQ0002B0001,Report_2_2_155861-2.pdf,small_flat,1959-02-04,Park,Twinplex,62,Bausch and Lomb,Cartogon,XF1961,152.01,223.03,222.69,,,,,,,,,,,,,,,,,,
AR1CCT0002B0001,Report_2_2_155861-2.pdf,small_flat,1959-02-04,Park,Twinplex,62,Bausch and Lomb,Cartogon,XF1961,152.01,223.03,222.69,,,,,,,,,,,,,,,,,,
AR1CCU0001B0001,Report_2_2_155861-2.pdf,small_flat,1959-02-04,Park,Twinplex,62,Bausch and Lomb,Cartogon,XF1961,152.01,223.03,222.69,,,,,,,,,,,,,,,,,,
AR1CCV0001B0001 ,Report_2_2_174449.pdf,midside_notch,1962-12-28,Fairchild,T-11,54-016,Bausch and Lomb,Planigon,XF6778,152.72,238.41,235.33,,,,,,,,,,,,,,,,,,
AR1CCW0001B0001 ,Report_2_2_174449.pdf,midside_notch,1962-12-28,Fairchild,T-11,54-016,Bausch and Lomb,Planigon,XF6778,152.72,238.41,235.33,,,,,,,,,,,,,,,,,,
AR1CCX0002B0001 ,Report_2_2_174449.pdf,midside_notch,1962-12-28,Fairchild,T-11,54-016,Bausch and Lomb,Planigon,XF6778,152.72,238.41,235.33,,,,,,,,,,,,,,,,,,
AR1CCY0001B0001,Report_2_2_155861-2.pdf,small_flat,1959-02-04,Park,Twinplex,62,Bausch and Lomb,Cartogon,XF1961,152.01,223.03,222.69,,,,,,,,,,,,,,,,,,
AR1CCZ0001B0001 ,Report_2_2_174449.pdf,midside_notch,1962-12-28,Fairchild,T-11,54-016,Bausch and Lomb,Planigon,XF6778,152.72,238.41,235.33,,,,,,,,,,,,,,,,,,
AR1CDB0001B0001 ,Report_2_2_174449.pdf,midside_notch,1962-12-28,Fairchild,T-11,54-016,Bausch and Lomb,Planigon,XF6778,152.72,238.41,235.33,,,,,,,,,,,,,,,,,,
AR1CDD0002B0001,Report_2_2_155861-2.pdf,small_flat,1959-02-04,Park,Twinplex,62,Bausch and Lomb,Cartogon,XF1961,152.01,223.03,222.69,,,,,,,,,,,,,,,,,,
AR1CDE0002B0001 ,Report_2_2_174449.pdf,midside_notch,1962-12-28,Fairchild,T-11,54-016,Bausch and Lomb,Planigon,XF6778,152.72,238.41,235.33,,,,,,,,,,,,,,,,,,
AR1CDF0001B0001 ,Report_2_2_174449.pdf,midside_notch,1962-12-28,Fairchild,T-11,54-016,Bausch and Lomb,Planigon,XF6778,152.72,238.41,235.33,,,,,,,,,,,,,,,,,,
AR1CDG0001B0001,Report_2_2_155861-2.pdf,small_flat,1959-02-04,Park,Twinplex,62,Bausch and Lomb,Cartogon,XF1961,152.01,223.03,222.69,,,,,,,,,,,,,,,,,,
AR1CDH0001B0001,Report_2_2_155861-2.pdf,small_flat,1959-02-04,Park,Twinplex,62,Bausch and Lomb,Cartogon,XF1961,152.01,223.03,222.69,,,,,,,,,,,,,,,,,,
AR1CDI0001B0001 ,Report_2_2_174449.pdf,midside_notch,1962-12-28,Fairchild,T-11,54-016,Bausch and Lomb,Planigon,XF6778,152.72,238.41,235.33,,,,,,,,,,,,,,,,,,
AR1CDJ0001B0001 ,Report_2_2_174449.pdf,midside_notch,1962-12-28,Fairchild,T-11,54-016,Bausch and Lomb,Planigon,XF6778,152.72,238.41,235.33,,,,,,,,,,,,,,,,,,
AR1CDK0001B0001 ,Report_2_2_174449.pdf,midside_notch,1962-12-28,Fairchild,T-11,54-016,Bausch and Lomb,Planigon,XF6778,152.72,238.41,235.33,,,,,,,,,,,,,,,,,,
AR1CDL0001B0001,Report_2_2_147729-1.pdf,small_flat,1956-12-14,Park,Twinplex,57,Bausch and Lomb,Cartogon,JZ1480,153.35,223.04,223.02,,,,,,,,,,,,,,,,,,
AR1CDM0001B0001 ,Report_2_2_174449.pdf,midside_notch,1962-12-28,Fairchild,T-11,54-016,Bausch and Lomb,Planigon,XF6778,152.72,238.41,235.33,,,,,,,,,,,,,,,,,,
AR1CDN0001B0001,Report_2_2_148060-1.pdf,small_flat,1957-01-30,Park,Twinplex,59,Bausch and Lomb,Cartogon,JZ1481,152.31,222.95,223.16,,,,,,,,,,,,,,,,,,
AR1CDO0001B0001,Report_2_2_155861-2.pdf,small_flat,1959-02-04,Park,Twinplex,62,Bausch and Lomb,Cartogon,XF1961,152.01,223.03,222.69,,,,,,,,,,,,,,,,,,
AR1CDQ0001B0001,Report_2_2_147232-2.pdf,small_flat,1956-10-25,Park,Twinplex,55A,Bausch and Lomb,Cartogon,JZ1482,151.44,223.28,223.13,,,,,,,,,,,,,,,,,,
AR1CDR0001B0001,Report_2_2_147232-2.pdf,small_flat,1956-10-25,Park,Twinplex,55A,Bausch and Lomb,Cartogon,JZ1482,151.44,223.28,223.13,,,,,,,,,,,,,,,,,,
AR1CDS0001B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CDU0001B0001 ,Report_2_2_174449.pdf,midside_notch,1962-12-28,Fairchild,T-11,54-016,Bausch and Lomb,Planigon,XF6778,152.72,238.41,235.33,,,,,,,,,,,,,,,,,,
AR1CDZ0001B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CEA0001B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CEB0002B0001 ,R67.pdf,midside_notch,1974-04-25,Fairchild,T-12,54-002,Bausch and Lomb,Planigon,XF6742,152.26,237.942,235.324,,,,,,,,,,,,,,,,,,
AR1CEC0001B0001 ,R67.pdf,midside_notch,1974-04-25,Fairchild,T-12,54-002,Bausch and Lomb,Planigon,XF6742,152.26,237.942,235.324,,,,,,,,,,,,,,,,,,
AR1CED0001B0001 ,R67.pdf,midside_notch,1974-04-25,Fairchild,T-12,54-002,Bausch and Lomb,Planigon,XF6742,152.26,237.942,235.324,,,,,,,,,,,,,,,,,,
AR1CEE0001B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CEF0001B0001 ,R67.pdf,midside_notch,1974-04-25,Fairchild,T-12,54-002,Bausch and Lomb,Planigon,XF6742,152.26,237.942,235.324,,,,,,,,,,,,,,,,,,
AR1CEG0001B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CEH0002B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CEI0001F0001 ,Report_212_13_192181.pdf,midside_notch,1967-05-05,Fairchild,T-11,54-001,Bausch and Lomb,Planigon,XF6762,152.12,237.93,234.96,,,,,,,,,,,,,,,,,,
AR1CEJ0001B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CEK0001B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CEO0001B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CER0001B0001,Report_2_2_147729-1.pdf,small_flat,1956-12-14,Park,Twinplex,57,Bausch and Lomb,Cartogon,JZ1480,153.35,223.04,223.02,,,,,,,,,,,,,,,,,,
AR1CES0001F0001 ,Report_232_05_207314.pdf,midside_notch,1972-10-13,Fairchild,KC-1B,54-003,Bausch and Lomb,Planigon,XF6809,153.15,237.934,235.016,,,,,,,,,,,,,,,,,,
AR1CEU0001F0001 ,Report_212_13_192181.pdf,midside_notch,1967-05-05,Fairchild,T-11,54-001,Bausch and Lomb,Planigon,XF6762,152.12,237.93,234.96,,,,,,,,,,,,,,,,,,
AR1CEW0001B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CEX0001B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CEZ0001F0001 ,Report_232_05_207314.pdf,midside_notch,1972-10-13,Fairchild,KC-1B,54-003,Bausch and Lomb,Planigon,XF6809,153.15,237.934,235.016,,,,,,,,,,,,,,,,,,
AR1CFC0001B0001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1CFD0001F0001 ,Report_232_05_207314.pdf,midside_notch,1972-10-13,Fairchild,KC-1B,54-003,Bausch and Lomb,Planigon,XF6809,153.15,237.934,235.016,,,,,,,,,,,,,,,,,,
AR1CFH0001B0001,Report_2_2_147232-2.pdf,small_flat,1956-10-25,Park,Twinplex,55A,Bausch and Lomb,Cartogon,JZ1482,151.44,223.28,223.13,,,,,,,,,,,,,,,,,,
AR1CFK0001B0001 ,Report_2_2_174449.pdf,midside_notch,1962-12-28,Fairchild,T-11,54-016,Bausch and Lomb,Planigon,XF6778,152.72,238.41,235.33,,,,,,,,,,,,,,,,,,
AR1CFL0001B0001,Report_2_2_147232-2.pdf,small_flat,1956-10-25,Park,Twinplex,55A,Bausch and Lomb,Cartogon,JZ1482,151.44,223.28,223.13,,,,,,,,,,,,,,,,,,
AR1CFM0001B0001,Report_2_2_147232-2.pdf,small_flat,1956-10-25,Park,Twinplex,55A,Bausch and Lomb,Cartogon,JZ1482,151.44,223.28,223.13,,,,,,,,,,,,,,,,,,
AR1CFN0002B0001,Report_2_2_147729-1.pdf,small_flat,1956-12-14,Park,Twinplex,57,Bausch and Lomb,Cartogon,JZ1480,153.35,223.04,223.02,,,,,,,,,,,,,,,,,,
AR1CFO0001F0001 ,Report_212_13_192181.pdf,midside_notch,1967-05-05,Fairchild,T-11,54-001,Bausch and Lomb,Planigon,XF6762,152.12,237.93,234.96,,,,,,,,,,,,,,,,,,
AR1CFP0001B0001,Report_2_2_147729-1.pdf,small_flat,1956-12-14,Park,Twinplex,57,Bausch and Lomb,Cartogon,JZ1480,153.35,223.04,223.02,,,,,,,,,,,,,,,,,,
AR1CFR0001B0001,Report_2_2_147232-2.pdf,small_flat,1956-10-25,Park,Twinplex,55A,Bausch and Lomb,Cartogon,JZ1482,151.44,223.28,223.13,,,,,,,,,,,,,,,,,,
AR1CFS0001B0001,Report_2_2_147729-1.pdf,small_flat,1956-12-14,Park,Twinplex,57,Bausch and Lomb,Cartogon,JZ1480,153.35,223.04,223.02,,,,,,,,,,,,,,,,,,
AR1CFT0001F0001 ,Report_232_05_207314.pdf,midside_notch,1972-10-13,Fairchild,KC-1B,54-003,Bausch and Lomb,Planigon,XF6809,153.15,237.934,235.016,,,,,,,,,,,,,,,,,,
AR1CFU0001B0001 ,Report_2_2_174449.pdf,midside_notch,1962-12-28,Fairchild,T-11,54-016,Bausch and Lomb,Planigon,XF6778,152.72,238.41,235.33,,,,,,,,,,,,,,,,,,
AR1CFV0001B0001 ,Report_2_2_174449.pdf,midside_notch,1962-12-28,Fairchild,T-11,54-016,Bausch and Lomb,Planigon,XF6778,152.72,238.41,235.33,,,,,,,,,,,,,,,,,,
AR1CFW0001B0001 ,Report_2_2_174449.pdf,midside_notch,1962-12-28,Fairchild,T-11,54-016,Bausch and Lomb,Planigon,XF6778,152.72,238.41,235.33,,,,,,,,,,,,,,,,,,
AR1CFX000010001,Report_2_2_150325.pdf,small_flat,1957-08-22,Park,,49,Bausch and Lomb,Cartogon,JZ1484,151.64,223.25,223.15,,,,,,,,,,,,,,,,,,
AR1CFY0001B0001,Report_2_2_148294-1.pdf,small_flat,1957-02-15,Park,Twinplex,63,Bausch and Lomb,Cartogon,JZ1494,151.53,223.57,223.58,,,,,,,,,,,,,,,,,,
AR1CFZ0001B0001,Report_2_2_148294-2.pdf,small_flat,1957-02-15,Park,Twinplex,64,Bausch and Lomb,Cartogon,JZ1495,151.4,223.23,223.32,,,,,,,,,,,,,,,,,,
AR1CGA0001B0001,Report_2_2_148294-1.pdf,small_flat,1957-02-15,Park,Twinplex,63,Bausch and Lomb,Cartogon,JZ1494,151.53,223.57,223.58,,,,,,,,,,,,,,,,,,
AR1CGC0002B0001,Report_2_2_148294-1.pdf,small_flat,1957-02-15,Park,Twinplex,63,Bausch and Lomb,Cartogon,JZ1494,151.53,223.57,223.58,,,,,,,,,,,,,,,,,,
AR1CGD0001B0001,Report_2_2_148294-2.pdf,small_flat,1957-02-15,Park,Twinplex,64,Bausch and Lomb,Cartogon,JZ1495,151.4,223.23,223.32,,,,,,,,,,,,,,,,,,
AR1CGE0001B0001,Report_2_2_148294-1.pdf,small_flat,1957-02-15,Park,Twinplex,63,Bausch and Lomb,Cartogon,JZ1494,151.53,223.57,223.58,,,,,,,,,,,,,,,,,,
AR1CGF0001B0001,Report_2_2_148294-1.pdf,small_flat,1957-02-15,Park,Twinplex,63,Bausch and Lomb,Cartogon,JZ1494,151.53,223.57,223.58,,,,,,,,,,,,,,,,,,
AR1CGJ0001B0001,Report_2_2_147232-2.pdf,small_flat,1956-10-25,Park,Twinplex,55A,Bausch and Lomb,Cartogon,JZ1482,151.44,223.28,223.13,,,,,,,,,,,,,,,,,,
AR1CGK0001B0001,Report_2_2_147232-2.pdf,small_flat,1956-10-25,Park,Twinplex,55A,Bausch and Lomb,Cartogon,JZ1482,151.44,223.28,223.13,,,,,,,,,,,,,,,,,,
AR1CGM0001B0001,Report_2_2_148060-1.pdf,small_flat,1957-01-30,Park,Twinplex,59,Bausch and Lomb,Cartogon,JZ1481,152.31,222.95,223.16,,,,,,,,,,,,,,,,,,
AR1CGN0001B0001,Report_2_2_148060-1.pdf,small_flat,1957-01-30,Park,Twinplex,59,Bausch and Lomb,Cartogon,JZ1481,152.31,222.95,223.16,,,,,,,,,,,,,,,,,,
AR1CGO0001B0001,Report_2_2_148060-1.pdf,small_flat,1957-01-30,Park,Twinplex,59,Bausch and Lomb,Cartogon,JZ1481,152.31,222.95,223.16,,,,,,,,,,,,,,,,,,
AR1CGP0001B0001,Report_2_2_147729-1.pdf,small_flat,1956-12-14,Park,Twinplex,57,Bausch and Lomb,Cartogon,JZ1480,153.35,223.04,223.02,,,,,,,,,,,,,,,,,,
AR1CGQ0002B0001,Report_2_2_147729-1.pdf,small_flat,1956-12-14,Park,Twinplex,57,Bausch and Lomb,Cartogon,JZ1480,153.35,223.04,223.02,,,,,,,,,,,,,,,,,,
AR1CGS0002BX001 ,Report_2_2_174449.pdf,midside_notch,1962-12-28,Fairchild,T-11,54-016,Bausch and Lomb,Planigon,XF6778,152.72,238.41,235.33,,,,,,,,,,,,,,,,,,
AR1CGT0001B0001 ,Report_2_2_174449.pdf,midside_notch,1962-12-28,Fairchild,T-11,54-016,Bausch and Lomb,Planigon,XF6778,152.72,238.41,235.33,,,,,,,,,,,,,,,,,,
AR1CGZ0001B0001 ,Report_2_2_174449.pdf,midside_notch,1962-12-28,Fairchild,T-11,54-016,Bausch and Lomb,Planigon,XF6778,152.72,238.41,235.33,,,,,,,,,,,,,,,,,,
