ID,cal_file,marker_style,date,camera_make,camera_model,camera_serial,lens_make,lens_model,lens_serial,focal,lr_dist,tb_dist,llur_dist,ullr_dist,mlx,mly,mrx,mry,mtx,mty,mbx,mby,llx,lly,urx,ury,ulx,uly,lrx,lry
AR1SWIH00010001,Report_RSAS_838.pdf,wild_corner,1982-11-24,Wild Heerbrugg,RC9,640,Wild,Super Aviogon,SAg83,88.383,,,299.79,299.826,,,,,,,,,-106.004,-105.997,105.974,105.991,-106.011,106.016,105.994,-105.997
AR1SWII00010001,Report_RSAS_838.pdf,wild_corner,1982-11-24,Wild Heerbrugg,RC9,640,Wild,Super Aviogon,SAg83,88.383,,,299.79,299.826,,,,,,,,,-106.004,-105.997,105.974,105.991,-106.011,106.016,105.994,-105.997
AR1SWIJ00010216,Report_RSAS_838.pdf,wild_corner,1982-11-24,Wild Heerbrugg,RC9,640,Wild,Super Aviogon,SAg83,88.383,,,299.79,299.826,,,,,,,,,-106.004,-105.997,105.974,105.991,-106.011,106.016,105.994,-105.997
AR1SWIK00010002,Report_RT-R_358.pdf,wild_corner,1977-10-21,Wild Heerbrugg,RC9,644,Wild,Super Aviogon,SAg67,88.353,,,299.82,299.811,,,,,,,,,-105.994,-106.014,106.018,105.984,-105.985,105.984,106.013,-106.014
AR1SWIL0001X001,Report_RT-R_358.pdf,wild_corner,1977-10-21,Wild Heerbrugg,RC9,644,Wild,Super Aviogon,SAg67,88.353,,,299.82,299.811,,,,,,,,,-105.994,-106.014,106.018,105.984,-105.985,105.984,106.013,-106.014
AR1SWIM00010145,Report_232_05_206205.pdf,zeiss_float,1972-03-29,Zeiss,RMK A 8.5/23,113501,Zeiss,S-Pleogon A,111568,85.5,226.024,226.025,294.129,294.14,,,,,,,,,,,,,,,,
AR1SWIN00010029,Report_232_05_206205.pdf,zeiss_float,1972-03-29,Zeiss,RMK A 8.5/23,113501,Zeiss,S-Pleogon A,111568,85.5,226.024,226.025,294.129,294.14,,,,,,,,,,,,,,,,
AR1SWIO00010000,Report_RT-R_575.pdf,wild_corner,1979-11-30,Wild Heerbrugg,RC9,613,Wild,Super Aviogon,SAg69,88.571,,,299.82,299.803,,,,,,,,,-105.992,-106.007,106.015,105.995,-105.975,105.997,106.007,-106.007
AR1SWIP00010057,Report_RT-R_575.pdf,wild_corner,1979-11-30,Wild Heerbrugg,RC9,613,Wild,Super Aviogon,SAg69,88.571,,,299.82,299.803,,,,,,,,,-105.992,-106.007,106.015,105.995,-105.975,105.997,106.007,-106.007
AR1SWIQ00010001,Report_RT-R_575.pdf,wild_corner,1979-11-30,Wild Heerbrugg,RC9,613,Wild,Super Aviogon,SAg69,88.571,,,299.82,299.803,,,,,,,,,-105.992,-106.007,106.015,105.995,-105.975,105.997,106.007,-106.007
AR1SWIR00010001,Report_RT-R_575.pdf,wild_corner,1979-11-30,Wild Heerbrugg,RC9,613,Wild,Super Aviogon,SAg69,88.571,,,299.82,299.803,,,,,,,,,-105.992,-106.007,106.015,105.995,-105.975,105.997,106.007,-106.007
AR1SWIS00010031,Report_WRC9SAg4.pdf,wild_corner,,Wild Heerbrugg,RC9,,Wild,Super Aviogon,,88.409,,,299.814,299.816,,,,,,,,,-106.003,-106.006,105.999,105.998,-105.997,105.997,106.004,-106.006
AR1SWIT00010001,Report_WRC9SAg4.pdf,wild_corner,,Wild Heerbrugg,RC9,,Wild,Super Aviogon,,88.409,,,299.814,299.816,,,,,,,,,-106.003,-106.006,105.999,105.998,-105.997,105.997,106.004,-106.006
AR1SWIU00020037,Report_WRC9SAg4.pdf,wild_corner,,Wild Heerbrugg,RC9,,Wild,Super Aviogon,,88.409,,,299.814,299.816,,,,,,,,,-106.003,-106.006,105.999,105.998,-105.997,105.997,106.004,-106.006
AR1SWIV00010010,Report_WRC9SAg4.pdf,wild_corner,,Wild Heerbrugg,RC9,,Wild,Super Aviogon,,88.409,,,299.814,299.816,,,,,,,,,-106.003,-106.006,105.999,105.998,-105.997,105.997,106.004,-106.006
AR1SWIW00010079,Report_WRC9SAg4.pdf,wild_corner,,Wild Heerbrugg,RC9,,Wild,Super Aviogon,,88.409,,,299.814,299.816,,,,,,,,,-106.003,-106.006,105.999,105.998,-105.997,105.997,106.004,-106.006
AR1SWIX00010018,Report_WRC9SAg4.pdf,wild_corner,,Wild Heerbrugg,RC9,,Wild,Super Aviogon,,88.409,,,299.814,299.816,,,,,,,,,-106.003,-106.006,105.999,105.998,-105.997,105.997,106.004,-106.006
AR1SWIY00010300,Report_RT-R_154.pdf,zeiss_float,1975-03-05,Zeiss,RMK A 8.5/23,113501,Zeiss,S-Pleogon,111568,85.51,226.002,225.983,294.092,294.118,,,,,,,,,,,,,,,,
AR1SWIZ00010001,Report_RT-R_154.pdf,zeiss_float,1975-03-05,Zeiss,RMK A 8.5/23,113501,Zeiss,S-Pleogon,111568,85.51,226.002,225.983,294.092,294.118,,,,,,,,,,,,,,,,
AR1SWJA00010001,Report_WRC9SAg4.pdf,wild_corner,,Wild Heerbrugg,RC9,,Wild,Super Aviogon,,88.409,,,299.814,299.816,,,,,,,,,-106.003,-106.006,105.999,105.998,-105.997,105.997,106.004,-106.006
AR1SWJB00010001,Report_WRC9SAg4.pdf,wild_corner,,Wild Heerbrugg,RC9,,Wild,Super Aviogon,,88.409,,,299.814,299.816,,,,,,,,,-106.003,-106.006,105.999,105.998,-105.997,105.997,106.004,-106.006
AR1SWJC00010001,Report_RSAS_838.pdf,wild_corner,1982-11-24,Wild Heerbrugg,RC9,640,Wild,Super Aviogon,SAg83,88.383,,,299.79,299.826,,,,,,,,,-106.004,-105.997,105.974,105.991,-106.011,106.016,105.994,-105.997
AR1SWJD00010001,Report_RT-R_225.pdf,zeiss_fixed,1975-12-16,Zeiss,RMK A 8.5/23,113501,Zeiss,S-Pleogon,111568,85.516,225.988,226.013,297.02,297.019,-113.002,-0.002,112.986,0.009,-0.01,113.018,0,-112.996,-105.004,-105.016,105.018,105.012,-105.011,105.003,105.018,-105.016
AR1SWJE00010001,Report_RT-R_225.pdf,zeiss_fixed,1975-12-16,Zeiss,RMK A 8.5/23,113501,Zeiss,S-Pleogon,111568,85.516,225.988,226.013,297.02,297.019,-113.002,-0.002,112.986,0.009,-0.01,113.018,0,-112.996,-105.004,-105.016,105.018,105.012,-105.011,105.003,105.018,-105.016
AR1SWJF00010001,Report_WRC9SAg4.pdf,wild_corner,,Wild Heerbrugg,RC9,,Wild,Super Aviogon,,88.409,,,299.814,299.816,,,,,,,,,-106.003,-106.006,105.999,105.998,-105.997,105.997,106.004,-106.006
AR1SWJG00020129,Report_RT-R_225.pdf,zeiss_fixed,1975-12-16,Zeiss,RMK A 8.5/23,113501,Zeiss,S-Pleogon,111568,85.516,225.988,226.013,297.02,297.019,-113.002,-0.002,112.986,0.009,-0.01,113.018,0,-112.996,-105.004,-105.016,105.018,105.012,-105.011,105.003,105.018,-105.016
AR1SWJH00010089,Report_RT-R_225.pdf,zeiss_fixed,1975-12-16,Zeiss,RMK A 8.5/23,113501,Zeiss,S-Pleogon,111568,85.516,225.988,226.013,297.02,297.019,-113.002,-0.002,112.986,0.009,-0.01,113.018,0,-112.996,-105.004,-105.016,105.018,105.012,-105.011,105.003,105.018,-105.016
AR1SWJI00010001,Report_RSAS_838.pdf,wild_corner,1982-11-24,Wild Heerbrugg,RC9,640,Wild,Super Aviogon,SAg83,88.383,,,299.79,299.826,,,,,,,,,-106.004,-105.997,105.974,105.991,-106.011,106.016,105.994,-105.997
AR1SWJJ00010001,Report_RSAS_838.pdf,wild_corner,1982-11-24,Wild Heerbrugg,RC9,640,Wild,Super Aviogon,SAg83,88.383,,,299.79,299.826,,,,,,,,,-106.004,-105.997,105.974,105.991,-106.011,106.016,105.994,-105.997
AR1SWJK00050001,Report_RSAS_838.pdf,wild_corner,1982-11-24,Wild Heerbrugg,RC9,640,Wild,Super Aviogon,SAg83,88.383,,,299.79,299.826,,,,,,,,,-106.004,-105.997,105.974,105.991,-106.011,106.016,105.994,-105.997
AR1SWJL00010001,Report_RT-R_225.pdf,zeiss_fixed,1975-12-16,Zeiss,RMK A 8.5/23,113501,Zeiss,S-Pleogon,111568,85.516,225.988,226.013,297.02,297.019,-113.002,-0.002,112.986,0.009,-0.01,113.018,0,-112.996,-105.004,-105.016,105.018,105.012,-105.011,105.003,105.018,-105.016
AR1SWJM00010001,Report_RT-R_575.pdf,wild_corner,1979-11-30,Wild Heerbrugg,RC9,613,Wild,Super Aviogon,SAg69,88.571,,,299.82,299.803,,,,,,,,,-105.992,-106.007,106.015,105.995,-105.975,105.997,106.007,-106.007
AR1SWJN00010001,Report_RT-R_575.pdf,wild_corner,1979-11-30,Wild Heerbrugg,RC9,613,Wild,Super Aviogon,SAg69,88.571,,,299.82,299.803,,,,,,,,,-105.992,-106.007,106.015,105.995,-105.975,105.997,106.007,-106.007
AR1SWJO00010001,Report_RSAS_838.pdf,wild_corner,1982-11-24,Wild Heerbrugg,RC9,640,Wild,Super Aviogon,SAg83,88.383,,,299.79,299.826,,,,,,,,,-106.004,-105.997,105.974,105.991,-106.011,106.016,105.994,-105.997
AR1SWJP00010001,Report_RT-R_575.pdf,wild_corner,1979-11-30,Wild Heerbrugg,RC9,613,Wild,Super Aviogon,SAg69,88.571,,,299.82,299.803,,,,,,,,,-105.992,-106.007,106.015,105.995,-105.975,105.997,106.007,-106.007
AR1SWJQ00010001,Report_RT-R_225.pdf,zeiss_fixed,1975-12-16,Zeiss,RMK A 8.5/23,113501,Zeiss,S-Pleogon,111568,85.516,225.988,226.013,297.02,297.019,-113.002,-0.002,112.986,0.009,-0.01,113.018,0,-112.996,-105.004,-105.016,105.018,105.012,-105.011,105.003,105.018,-105.016
AR1SWJR00020138,Report_RT-R_225.pdf,zeiss_fixed,1975-12-16,Zeiss,RMK A 8.5/23,113501,Zeiss,S-Pleogon,111568,85.516,225.988,226.013,297.02,297.019,-113.002,-0.002,112.986,0.009,-0.01,113.018,0,-112.996,-105.004,-105.016,105.018,105.012,-105.011,105.003,105.018,-105.016
AR1SWJS00010001,Report_RT-R_358.pdf,wild_corner,1977-10-21,Wild Heerbrugg,RC9,644,Wild,Super Aviogon,SAg67,88.353,,,299.82,299.811,,,,,,,,,-105.994,-106.014,106.018,105.984,-105.985,105.984,106.013,-106.014
AR1SWJT00010001,Report_RSAS_838.pdf,wild_corner,1982-11-24,Wild Heerbrugg,RC9,640,Wild,Super Aviogon,SAg83,88.383,,,299.79,299.826,,,,,,,,,-106.004,-105.997,105.974,105.991,-106.011,106.016,105.994,-105.997
AR1SWJU00010001,Report_RSAS_838.pdf,wild_corner,1982-11-24,Wild Heerbrugg,RC9,640,Wild,Super Aviogon,SAg83,88.383,,,299.79,299.826,,,,,,,,,-106.004,-105.997,105.974,105.991,-106.011,106.016,105.994,-105.997
AR1SWJV00010001,Report_RT-R_358.pdf,wild_corner,1977-10-21,Wild Heerbrugg,RC9,644,Wild,Super Aviogon,SAg67,88.353,,,299.82,299.811,,,,,,,,,-105.994,-106.014,106.018,105.984,-105.985,105.984,106.013,-106.014
AR1SWJW00010060,Report_RT-R_225.pdf,zeiss_fixed,1975-12-16,Zeiss,RMK A 8.5/23,113501,Zeiss,S-Pleogon,111568,85.516,225.988,226.013,297.02,297.019,-113.002,-0.002,112.986,0.009,-0.01,113.018,0,-112.996,-105.004,-105.016,105.018,105.012,-105.011,105.003,105.018,-105.016
AR1SWJX00010001,Report_RT-R_225.pdf,zeiss_fixed,1975-12-16,Zeiss,RMK A 8.5/23,113501,Zeiss,S-Pleogon,111568,85.516,225.988,226.013,297.02,297.019,-113.002,-0.002,112.986,0.009,-0.01,113.018,0,-112.996,-105.004,-105.016,105.018,105.012,-105.011,105.003,105.018,-105.016
AR1SWJY00010001,Report_RT-R_225.pdf,zeiss_fixed,1975-12-16,Zeiss,RMK A 8.5/23,113501,Zeiss,S-Pleogon,111568,85.516,225.988,226.013,297.02,297.019,-113.002,-0.002,112.986,0.009,-0.01,113.018,0,-112.996,-105.004,-105.016,105.018,105.012,-105.011,105.003,105.018,-105.016
AR1SWJZ00010001,Report_RT-R_358.pdf,wild_corner,1977-10-21,Wild Heerbrugg,RC9,644,Wild,Super Aviogon,SAg67,88.353,,,299.82,299.811,,,,,,,,,-105.994,-106.014,106.018,105.984,-105.985,105.984,106.013,-106.014
AR1SWKA00010001,Report_RT-R_392.pdf,zeiss_fixed,1978-02-21,Zeiss,RMK A 8.5/23,113501,Zeiss,S-Pleogon A4,111568,85.509,226.016,225.988,294.006,294.008,-112.995,0.015,113.021,0.03,0.007,113.014,0.001,-112.974,-103.94,-103.933,103.96,103.954,-103.926,103.976,103.957,-103.933
AR1SWKB00010001,Report_RT-R_306.pdf,zeiss_fixed,1977-03-15,Zeiss,RMK A 8.5/23,113504,Zeiss,S-Pleogon,111567,85.629,226.009,225.981,296.953,296.967,-112.996,0.002,113.014,0.012,0,113.001,0.006,-112.98,-104.977,-104.987,104.996,104.995,-104.996,104.993,104.998,-104.987
AR1SWKD00010139,Report_RT-R_392.pdf,zeiss_fixed,1978-02-21,Zeiss,RMK A 8.5/23,113501,Zeiss,S-Pleogon A4,111568,85.509,226.016,225.988,294.006,294.008,-112.995,0.015,113.021,0.03,0.007,113.014,0.001,-112.974,-103.94,-103.933,103.96,103.954,-103.926,103.976,103.957,-103.933
AR1SWKE00010017,Report_RT-R_392.pdf,zeiss_fixed,1978-02-21,Zeiss,RMK A 8.5/23,113501,Zeiss,S-Pleogon A4,111568,85.509,226.016,225.988,294.006,294.008,-112.995,0.015,113.021,0.03,0.007,113.014,0.001,-112.974,-103.94,-103.933,103.96,103.954,-103.926,103.976,103.957,-103.933
AR1SWKF00010001,Report_RT-R_392.pdf,zeiss_fixed,1978-02-21,Zeiss,RMK A 8.5/23,113501,Zeiss,S-Pleogon A4,111568,85.509,226.016,225.988,294.006,294.008,-112.995,0.015,113.021,0.03,0.007,113.014,0.001,-112.974,-103.94,-103.933,103.96,103.954,-103.926,103.976,103.957,-103.933
AR1SX0000010001,Report_IV-4_TP-111617.pdf,small_flat,1946-12-17,Park,,32,Bausch and Lomb,Metrogon,MF24,152.54,223.64,224.26,,,,,,,,,,,,,,,,,,
AR1TD0000010001,Report_1_6_115198.pdf,small_flat,1947-12-12,Fairchild,K-17B (modified),42-3410,Bausch and Lomb,Metrogon,MF1729,154.86,223.63,225.79,,,,,,,,,,,,,,,,,,
AR1TF0000010001,Report_2_2_133802.pdf,small_flat,1952-10-13,Fairchild,T-5,41-4123,Bausch and Lomb,Metrogon,AF5710,154.45,223.45,223.09,,,,,,,,,,,,,,,,,,
AR1TG0000020001,Report_1_6_115198.pdf,small_flat,1947-12-12,Fairchild,K-17B (modified),42-3410,Bausch and Lomb,Metrogon,MF1729,154.86,223.63,225.79,,,,,,,,,,,,,,,,,,
AR1TO0000010001,Report_2_2_151868.pdf,hollow_wing,1957-08-07,Hurd,,20,Bausch and Lomb,Metrogon,CS3743,151.46,221.91,221.78,,,,,,,,,,,,,,,,,,
AR1TP0000010001,108809-1.pdf,small_flat,1946-02-26,Park,,30,Bausch and Lomb,Metrogon,MS7974,154.07,222.51,223.63,,,,,,,,,,,,,,,,,,
AR1TQ0000010001,Report_2_2_139098.pdf,small_flat,1954-04-20,Fairchild,K-17 (modified),42-60403,Bausch and Lomb,Metrogon,KF268,152.93,222.37,222.38,,,,,,,,,,,,,,,,,,
AR1TS0000010001,Report_2_2_150248.pdf,sharp_wing,1957-08-15,Fairchild,,,Bausch and Lomb,Metrogon,CS3712,152.07,226.95,226.95,,,,,,,,,,,,,,,,,,
AR1TU0000010001,Report_2_2_166976.pdf,tall_wing,1961-05-31,Aero,,58,Bausch and Lomb,Metrogon,MF1285,155.82,222.38,222.5,,,,,,,,,,,,,,,,,,
AR1UA0000010001,Report_2_2_133802.pdf,small_flat,1952-10-13,Fairchild,T-5,41-4123,Bausch and Lomb,Metrogon,AF5710,154.45,223.45,223.09,,,,,,,,,,,,,,,,,,
AR1UB0000010001,Report_2_2_131230.pdf,small_flat,1952-03-04,Park,,33,Bausch and Lomb,Metrogon,MF2219,154.91,223.5,224.55,,,,,,,,,,,,,,,,,,
AR1UE0000010001,Report_2_2_131970.pdf,t5_notch,1952-04-25,Fairchild,T-5,41-4164,Bausch and Lomb,Metrogon,MF2398,152.65,229.5,229.95,,,,,,,,,,,,,,,,,,
AR1UF0000010001,Report_IV-4_113053-2.pdf,large_sharp,1947-05-28,Smith,,,Bausch and Lomb,Metrogon,US5019,153.14,222.46,222.43,,,,,,,,,,,,,,,,,,
AR1UG0000010001,Report_2_2_133802.pdf,small_flat,1952-10-13,Fairchild,T-5,41-4123,Bausch and Lomb,Metrogon,AF5710,154.45,223.45,223.09,,,,,,,,,,,,,,,,,,
AR1UH0000010001,Report_2_2_133802.pdf,small_flat,1952-10-13,Fairchild,T-5,41-4123,Bausch and Lomb,Metrogon,AF5710,154.45,223.45,223.09,,,,,,,,,,,,,,,,,,
AR1UJ0000010001,Report_2_2_132385.pdf,small_flat,1952-06-09,Park,,49,Bausch and Lomb,Metrogon,MS8228,153.2,223.45,223.35,,,,,,,,,,,,,,,,,,
AR1UK0000010001,Report_2_2_151868.pdf,hollow_wing,1957-08-07,Hurd,,20,Bausch and Lomb,Metrogon,CS3743,151.46,221.91,221.78,,,,,,,,,,,,,,,,,,
AR1UL0000010001,Report_2_2_151868.pdf,hollow_wing,1957-08-07,Hurd,,20,Bausch and Lomb,Metrogon,CS3743,151.46,221.91,221.78,,,,,,,,,,,,,,,,,,
AR1UM0000010001,Report_2_2_133802.pdf,small_flat,1952-10-13,Fairchild,T-5,41-4123,Bausch and Lomb,Metrogon,AF5710,154.45,223.45,223.09,,,,,,,,,,,,,,,,,,
AR1UN0000010001,Report_2_2_138281.pdf,large_sharp,1954-02-02,Smith,,,Bausch and Lomb,Metrogon,US5019,152.88,222.42,222.44,,,,,,,,,,,,,,,,,,
AR1UO0000010001,Report_2_2_138281.pdf,large_sharp,1954-02-02,Smith,,,Bausch and Lomb,Metrogon,US5019,152.88,222.42,222.44,,,,,,,,,,,,,,,,,,
AR1UQ0000010001,Report_IV-4_112637.pdf,small_flat,1947-04-10,Park,,36,Bausch and Lomb,Metrogon,7070,131.68,224.01,224.48,,,,,,,,,,,,,,,,,,
AR1USA000750001,Report_2_2_146439-1.pdf,curved_wing,,Fairchild,K-17 (modified),56-040,Bausch and Lomb,Metrogon,MF4002,152.5,222.1,222.22,,,,,,,,,,,,,,,,,,
AR1UU0000010001,112287-1.pdf,small_flat,1947-03-11,Park,,34,Bausch and Lomb,Metrogon,BF1214,153.63,223.17,224.19,,,,,,,,,,,,,,,,,,
AR1UX0000010001,Report_2_2_151868.pdf,hollow_wing,1957-08-07,Hurd,,20,Bausch and Lomb,Metrogon,CS3743,151.46,221.91,221.78,,,,,,,,,,,,,,,,,,
AR1UY0000010001,Report_2_2_150248.pdf,sharp_wing,1957-08-15,Fairchild,,,Bausch and Lomb,Metrogon,CS3712,152.07,226.95,226.95,,,,,,,,,,,,,,,,,,
AR1VAA000010178,Report_2_2_138281.pdf,large_sharp,1954-02-02,Smith,,,Bausch and Lomb,Metrogon,US5019,152.88,222.42,222.44,,,,,,,,,,,,,,,,,,
AR1VAAA00020001,Report_2_2_152508.pdf,small_flat,1958-03-21,Park,,67,Bausch and Lomb,Cartogon,JZ1493,151.87,223.29,223.24,,,,,,,,,,,,,,,,,,
AR1VAAB00010001,Report_2_2_152508.pdf,small_flat,1958-03-21,Park,,67,Bausch and Lomb,Cartogon,JZ1493,151.87,223.29,223.24,,,,,,,,,,,,,,,,,,
AR1VAAE00030001,Report_2_2_149421.pdf,zeiss_mid,1957-05-21,Zeiss,RMK 15/23,2112,Zeiss,Pleogon,9835,152.86,225.99,225.99,,,,,,,,,,,,,,,,,,
AR1VAAF0002X001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1VAAG00010001,Report_2_2_152394-1.pdf,small_flat,1958-04-02,Park,,66,Bausch and Lomb,Cartogon,JZ1488,151.87,223.53,223.41,,,,,,,,,,,,,,,,,,
AR1VAAI00010001,Report_2_2_152394-1.pdf,small_flat,1958-04-02,Park,,66,Bausch and Lomb,Cartogon,JZ1488,151.87,223.53,223.41,,,,,,,,,,,,,,,,,,
AR1VAAJ00010001,Report_2_2_152394-1.pdf,small_flat,1958-04-02,Park,,66,Bausch and Lomb,Cartogon,JZ1488,151.87,223.53,223.41,,,,,,,,,,,,,,,,,,
AR1VAAK00010001,Report_2_2_152394-1.pdf,small_flat,1958-04-02,Park,,66,Bausch and Lomb,Cartogon,JZ1488,151.87,223.53,223.41,,,,,,,,,,,,,,,,,,
AR1VAAN00010121,Report_232_05_206671.pdf,light_corner,1972-06-26,Wild Heerbrugg,RC5,248,Wild,Aviogon,Ag43,152.47,,,299.844,299.786,,,,,,,,,,,,,,,,
AR1VAAO00010011 ,Report_2_2_156701.pdf,midside_notch,1959-03-19,Fairchild,T-11,54-011,Goerz,Planigon,1003,150.91,237.89,234.96,,,,,,,,,,,,,,,,,,
AR1VAAP00010021,Report_2_2_176691.pdf,zeiss_mid,1963-07-26,Zeiss,RMK 15/23,2147,Zeiss,Pleogon,9866,152.88,226.04,226.04,,,,,,,,,,,,,,,,,,
AR1VAAR00010001 ,Report_2_2_156701.pdf,midside_notch,1959-03-19,Fairchild,T-11,54-011,Goerz,Planigon,1003,150.91,237.89,234.96,,,,,,,,,,,,,,,,,,
AR1VAAS00010001 ,Report_2_2_156701.pdf,midside_notch,1959-03-19,Fairchild,T-11,54-011,Goerz,Planigon,1003,150.91,237.89,234.96,,,,,,,,,,,,,,,,,,
AR1VAAT00010001,Report_2_2_154130.pdf,curved_flat,,Smith,,JZ1491,Bausch and Lomb,Cartogon,JZ1491,152.25,222.22,222.34,,,,,,,,,,,,,,,,,,
AR1VAAW00010001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1VAAX00010057,Report_2_2_154130.pdf,curved_flat,,Smith,,JZ1491,Bausch and Lomb,Cartogon,JZ1491,152.25,222.22,222.34,,,,,,,,,,,,,,,,,,
AR1VAAY00020001 ,Report_2_2_175389-1.pdf,midside_notch,1963-03-11,Fairchild,T-11,54-017,Bausch and Lomb,Planigon,XF6751,152.8,238.17,234.56,,,,,,,,,,,,,,,,,,
AR1VAAZ00010089,Report_2_2_154130.pdf,curved_flat,,Smith,,JZ1491,Bausch and Lomb,Cartogon,JZ1491,152.25,222.22,222.34,,,,,,,,,,,,,,,,,,
AR1VAB000010072,Report_2_2_138281.pdf,large_sharp,1954-02-02,Smith,,,Bausch and Lomb,Metrogon,US5019,152.88,222.42,222.44,,,,,,,,,,,,,,,,,,
AR1VABB00010001 ,Report_2_2_156701.pdf,midside_notch,1959-03-19,Fairchild,T-11,54-011,Goerz,Planigon,1003,150.91,237.89,234.96,,,,,,,,,,,,,,,,,,
AR1VABC00010001 ,Report_2_2_156701.pdf,midside_notch,1959-03-19,Fairchild,T-11,54-011,Goerz,Planigon,1003,150.91,237.89,234.96,,,,,,,,,,,,,,,,,,
AR1VABD00010001,Report_2_2_164435.pdf,zeiss_mid,1960-11-15,Zeiss,RMK 15/23,2115,Zeiss,Pleogon,9838,152.94,226.01,226,,,,,,,,,,,,,,,,,,
AR1VABF30080001,Report_2_2_168614-1.pdf,wild_corner,,Wild Heerbrugg,RC8,,Wild,Aviogon,66,151.99,,,299.83,299.87,,,,,,,,,,,,,,,,
AR1VABG00010001,Report_232_05_202970.pdf,wild_corner,1970-11-25,Wild Heerbrugg,RC8,360,Wild,Aviogon,Ag116,152.41,,,299.81,299.82,,,,,,,,,,,,,,,,
AR1VABH00030001,Report_232_05_206671.pdf,light_corner,1972-06-26,Wild Heerbrugg,RC5,248,Wild,Aviogon,Ag43,152.47,,,299.844,299.786,,,,,,,,,,,,,,,,
AR1VABI00010001,Report_232_05_206671.pdf,light_corner,1972-06-26,Wild Heerbrugg,RC5,248,Wild,Aviogon,Ag43,152.47,,,299.844,299.786,,,,,,,,,,,,,,,,
AR1VABJ00010001,Report_232_05_206671.pdf,light_corner,1972-06-26,Wild Heerbrugg,RC5,248,Wild,Aviogon,Ag43,152.47,,,299.844,299.786,,,,,,,,,,,,,,,,
AR1VABK00010001,Report_232_05_202970.pdf,wild_corner,1970-11-25,Wild Heerbrugg,RC8,360,Wild,Aviogon,Ag116,152.41,,,299.81,299.82,,,,,,,,,,,,,,,,
AR1VABL00010001,Report_232_05_206671.pdf,light_corner,1972-06-26,Wild Heerbrugg,RC5,248,Wild,Aviogon,Ag43,152.47,,,299.844,299.786,,,,,,,,,,,,,,,,
AR1VABM00010174,Report_232_05_202970.pdf,wild_corner,1970-11-25,Wild Heerbrugg,RC8,360,Wild,Aviogon,Ag116,152.41,,,299.81,299.82,,,,,,,,,,,,,,,,
AR1VABN00010001,Report_232_05_202970.pdf,wild_corner,1970-11-25,Wild Heerbrugg,RC8,360,Wild,Aviogon,Ag116,152.41,,,299.81,299.82,,,,,,,,,,,,,,,,
AR1VABO00010001,Report_232_05_202970.pdf,wild_corner,1970-11-25,Wild Heerbrugg,RC8,360,Wild,Aviogon,Ag116,152.41,,,299.81,299.82,,,,,,,,,,,,,,,,
AR1VABP00010001,Report_232_05_202970.pdf,wild_corner,1970-11-25,Wild Heerbrugg,RC8,360,Wild,Aviogon,Ag116,152.41,,,299.81,299.82,,,,,,,,,,,,,,,,
AR1VABQ00010081,Report_232_05_202970.pdf,wild_corner,1970-11-25,Wild Heerbrugg,RC8,360,Wild,Aviogon,Ag116,152.41,,,299.81,299.82,,,,,,,,,,,,,,,,
AR1VABR00010001,Report_232_05_206671.pdf,light_corner,1972-06-26,Wild Heerbrugg,RC5,248,Wild,Aviogon,Ag43,152.47,,,299.844,299.786,,,,,,,,,,,,,,,,
AR1VABS00010040,Report_2_2_154130.pdf,curved_flat,,Smith,,JZ1491,Bausch and Lomb,Cartogon,JZ1491,152.25,222.22,222.34,,,,,,,,,,,,,,,,,,
AR1VABT00010001,Report_232_05_202970.pdf,wild_corner,1970-11-25,Wild Heerbrugg,RC8,360,Wild,Aviogon,Ag116,152.41,,,299.81,299.82,,,,,,,,,,,,,,,,
AR1VABW00010001 ,R67.pdf,midside_notch,1974-04-25,Fairchild,T-12,54-002,Bausch and Lomb,Planigon,XF6742,152.26,237.942,235.324,,,,,,,,,,,,,,,,,,
AR1VABX00010001 ,R180.pdf,midside_notch,1975-05-19,Fairchild,T-12,54-004,Bausch and Lomb,Planigon,XF6730,152.39,237.74,234.957,,,,,,,,,,,,,,,,,,
AR1VABZ00040001 ,Report_212_13_192181.pdf,midside_notch,1967-05-05,Fairchild,T-11,54-001,Bausch and Lomb,Planigon,XF6762,152.12,237.93,234.96,,,,,,,,,,,,,,,,,,
AR1VAC000010024,Report_2_2_140890.pdf,curved_flat,1955-01-04,Smith,,36-171,Bausch and Lomb,Metrogon,UF3732,153.5,222.39,221.77,,,,,,,,,,,,,,,,,,
AR1VACA00010001 ,R67.pdf,midside_notch,1974-04-25,Fairchild,T-12,54-002,Bausch and Lomb,Planigon,XF6742,152.26,237.942,235.324,,,,,,,,,,,,,,,,,,
AR1VACB0001X001,Report_232_05_202970.pdf,wild_corner,1970-11-25,Wild Heerbrugg,RC8,360,Wild,Aviogon,Ag116,152.41,,,299.81,299.82,,,,,,,,,,,,,,,,
